idd,t1,pr1,f1,f2,f3,o_o,pw1,re,x1,x2,x1r,x2r,z,a1
C3,14769,0.0186,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,14895,0.0185,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15005,0.0185,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15117,0.0185,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15227,0.0185,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15339,0.0185,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15450,0.0184,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15560,0.0184,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15704,0.0184,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15783,0.0184,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,15893,0.0184,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16003,0.0184,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16115,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16226,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16337,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16431,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16541,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16697,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16765,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16874,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,16986,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,17095,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,17205,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,17319,0.0183,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,17438,0.0183,50,50,50,TRUE,500,196.296,48.5,31,48.4,30.9,4.80 - 73.3j,0
C3,17548,0.0183,50,50,50,TRUE,500,196.296,48.5,31,48.4,30.9,4.93 - 72.8j,131.39
C3,17634,0.0183,50,50,50,TRUE,500,196.296,48.5,31,48.4,30.9,4.93 - 72.8j,131.39
C3,17768,0.0183,50,50,50,TRUE,500,174.596,48.5,31,38.3,27.5,4.93 - 72.8j,131.39
C3,17866,0.0183,50,50,50,TRUE,500,125.492,48.5,31,38.3,27.5,6.51 - 62.0j,131.39
C3,17988,0.0183,50,50,50,TRUE,500,125.492,48.5,31,38.3,27.5,6.51 - 62.0j,197.6
C3,18097,0.0183,50,50,50,TRUE,500,64.5,48.5,31,53.4,25.5,6.51 - 62.0j,197.6
C3,18227,0.0183,50,50,50,TRUE,500,71.696,48.5,31,53.4,25.5,3.65 - 63.0j,200.2
C3,18306,0.0183,50,50,50,TRUE,500,17.108,48.5,31,53.4,25.5,3.65 - 63.0j,200.2
